job_id,title,city,experience_level,employment_type,salary_min,salary_max,skills,source_platform,salary_avg
512,Machine Learning Engineer,Noida,Mid,Full-time,781812,1011200,"PyTorch, AWS, Python, TensorFlow",Naukri,896506.0
513,Data Analyst,Delhi,Senior,Full-time,2363792,2662597,"Excel, Tableau, Python, Power BI",Glassdoor,2513194.5
514,Data Engineer,Noida,Entry,Internship,363009,563190,"AWS, ETL, Spark",Naukri,463099.5
515,Machine Learning Engineer,Kolkata,Mid,Full-time,942083,1028410,"TensorFlow, PyTorch, SQL",Naukri,985246.5
516,Cloud Engineer,Noida,Entry,Contract,448070,738485,"Docker, AWS, Python",Naukri,593277.5
517,Cloud Engineer,Hyderabad,Senior,Internship,1505183,1745782,"Docker, Kubernetes",Naukri,1625482.5
518,Business Analyst,Gurgaon,Mid,Full-time,1008476,1107741,"Excel, Tableau",Indeed,1058108.5
519,Data Analyst,Remote,Senior,Contract,2389175,2599702,"Tableau, Excel, SQL",Indeed,2494438.5
520,Data Analyst,Hyderabad,Mid,Full-time,863362,1135172,"Power BI, Excel, Python, Tableau, SQL",Glassdoor,999267.0
521,Data Engineer,Mumbai,Entry,Full-time,407109,657528,"ETL, AWS",Naukri,532318.5
522,Software Engineer,Mumbai,Senior,Full-time,1571359,1864393,"React, Git, SQL, Python, Java",Naukri,1717876.0
523,Software Engineer,Noida,Mid,Contract,985525,1251617,"SQL, Git, React, Java, Python",LinkedIn,1118571.0
524,Database Administrator,Bangalore,Mid,Contract,881998,1035705,"Oracle, Linux",Naukri,958851.5
525,Cloud Engineer,Bangalore,Senior,Internship,2121811,2276154,"Docker, Kubernetes, AWS, Azure",Naukri,2198982.5
526,Web Developer,Bangalore,Senior,Internship,2147279,2220987,"CSS, Node.js",Naukri,2184133.0
527,Business Analyst,Chennai,Mid,Full-time,693783,862712,"Communication, SQL, Excel",Glassdoor,778247.5
528,Machine Learning Engineer,Pune,Senior,Full-time,1439421,1674554,"PyTorch, Python, AWS, TensorFlow, SQL",LinkedIn,1556987.5
529,Business Analyst,Noida,Senior,Full-time,1902950,2101190,"Excel, Tableau, SQL",LinkedIn,2002070.0
530,Data Analyst,Delhi,Mid,Contract,1002983,1169966,"Excel, SQL, Python, Power BI",Indeed,1086474.5
531,Data Analyst,Delhi,Senior,Internship,2243600,2517840,"Tableau, SQL, Power BI, Excel, Python",LinkedIn,2380720.0
532,Software Engineer,Gurgaon,Senior,Internship,2126679,2197494,"Python, SQL",Glassdoor,2162086.5
533,QA Engineer,Kolkata,Senior,Full-time,1587637,1676501,"SQL, Selenium",Naukri,1632069.0
534,Data Engineer,Remote,Entry,Internship,322990,385843,"AWS, SQL",Indeed,354416.5
535,Data Engineer,Delhi,Senior,Internship,1955370,2249551,"Python, ETL",Naukri,2102460.5
536,Machine Learning Engineer,Noida,Mid,Internship,1042137,1236439,"PyTorch, SQL",LinkedIn,1139288.0
537,Data Engineer,Delhi,Entry,Contract,408464,595996,"SQL, Python, AWS",Indeed,502230.0
538,QA Engineer,Kolkata,Senior,Internship,1802275,1964224,"SQL, Automation, Selenium, Manual Testing",LinkedIn,1883249.5
539,Cloud Engineer,Gurgaon,Senior,Full-time,1688052,1923803,"Azure, AWS, Kubernetes, Docker",Glassdoor,1805927.5
540,Database Administrator,Hyderabad,Senior,Contract,2069546,2228084,"Backup & Recovery, Oracle",Naukri,2148815.0
541,Cloud Engineer,Mumbai,Senior,Contract,1621920,1852803,"Docker, AWS, Azure, Python",LinkedIn,1737361.5
542,Cloud Engineer,Chennai,Senior,Full-time,1898944,2038429,"Python, AWS, Kubernetes, Docker, Azure",LinkedIn,1968686.5
543,Machine Learning Engineer,Gurgaon,Senior,Full-time,1484696,1660917,"SQL, PyTorch, TensorFlow",Glassdoor,1572806.5
544,Business Analyst,Bangalore,Senior,Contract,1861657,2057193,"Excel, Power BI",Indeed,1959425.0
545,Machine Learning Engineer,Pune,Entry,Full-time,388906,537273,"AWS, SQL, Python",Indeed,463089.5
546,QA Engineer,Delhi,Entry,Contract,308291,429462,"Selenium, Python, Automation, Manual Testing, SQL",Indeed,368876.5
547,Web Developer,Kolkata,Entry,Full-time,329420,477518,"CSS, HTML",Indeed,403469.0
548,Database Administrator,Bangalore,Senior,Contract,1523124,1622986,"Linux, Backup & Recovery, MySQL, SQL",Glassdoor,1573055.0
549,Data Scientist,Pune,Senior,Contract,1276656,1447076,"Pandas, Python, Statistics, SQL, Machine Learning",Naukri,1361866.0
550,QA Engineer,Chennai,Entry,Full-time,327027,513493,"Selenium, SQL, Python, Automation",Glassdoor,420260.0
551,Machine Learning Engineer,Mumbai,Entry,Internship,439532,573195,"Python, PyTorch, AWS, SQL, TensorFlow",Indeed,506363.5
552,Data Scientist,Remote,Entry,Full-time,442220,584053,"Machine Learning, SQL, Pandas, Statistics",LinkedIn,513136.5
553,QA Engineer,Pune,Entry,Internship,460763,744659,"Automation, Python, Selenium, SQL",LinkedIn,602711.0
554,Data Analyst,Bangalore,Mid,Internship,628206,700781,"Python, Excel, Power BI, Tableau, SQL",LinkedIn,664493.5
555,Web Developer,Mumbai,Mid,Internship,897685,982234,"React, HTML",LinkedIn,939959.5
556,Database Administrator,Gurgaon,Mid,Full-time,1096735,1205401,"Oracle, Backup & Recovery, MySQL",Glassdoor,1151068.0
557,Business Analyst,Chennai,Entry,Internship,427796,485729,"Communication, SQL",Indeed,456762.5
558,Machine Learning Engineer,Gurgaon,Mid,Internship,1002622,1144009,"AWS, Python, TensorFlow",Naukri,1073315.5
559,Data Scientist,Kolkata,Mid,Internship,879312,1050153,"Pandas, Statistics, Python, Machine Learning, SQL",LinkedIn,964732.5
560,Database Administrator,Hyderabad,Mid,Full-time,1026726,1258669,"Linux, Backup & Recovery, Oracle, SQL, MySQL",Indeed,1142697.5
561,Data Scientist,Remote,Senior,Full-time,2170789,2306084,"Statistics, SQL",Glassdoor,2238436.5
562,Web Developer,Hyderabad,Mid,Contract,1026805,1233149,"JavaScript, React, Node.js, HTML, CSS",LinkedIn,1129977.0
563,Software Engineer,Remote,Entry,Full-time,473246,562362,"React, SQL, Python, Git, Java",LinkedIn,517804.0
564,Software Engineer,Chennai,Senior,Contract,1838687,2129466,"SQL, Java, React, Git, Python",Indeed,1984076.5
565,Data Engineer,Bangalore,Mid,Contract,627854,678075,"Python, ETL, Spark, AWS",Indeed,652964.5
566,Business Analyst,Remote,Senior,Contract,1867161,2103748,"Communication, Tableau, Excel, SQL, Power BI",Glassdoor,1985454.5
567,Database Administrator,Mumbai,Entry,Internship,409375,499815,"MySQL, Oracle, SQL, Backup & Recovery",Glassdoor,454595.0
568,Data Analyst,Gurgaon,Entry,Full-time,322194,408165,"Python, Tableau, Power BI, SQL, Excel",Glassdoor,365179.5
569,Cloud Engineer,Kolkata,Mid,Internship,786283,895459,"Kubernetes, AWS, Docker",Glassdoor,840871.0
570,Database Administrator,Mumbai,Senior,Internship,2345393,2546480,"SQL, Oracle, Backup & Recovery, MySQL",Indeed,2445936.5
571,Machine Learning Engineer,Remote,Entry,Contract,320988,408235,"SQL, Python, PyTorch, AWS",Glassdoor,364611.5
572,Software Engineer,Hyderabad,Mid,Contract,627668,914537,"React, Java, Python, SQL",Indeed,771102.5
573,Cloud Engineer,Remote,Mid,Internship,785028,1044277,"Docker, Azure, AWS, Kubernetes",Indeed,914652.5
574,QA Engineer,Bangalore,Mid,Contract,688646,888817,"SQL, Selenium",Glassdoor,788731.5
575,Web Developer,Hyderabad,Mid,Contract,640297,913498,"JavaScript, CSS, Node.js, React",Naukri,776897.5
576,Web Developer,Bangalore,Mid,Contract,691547,980132,"React, JavaScript, HTML",LinkedIn,835839.5
577,Web Developer,Mumbai,Senior,Full-time,2306014,2581985,"JavaScript, HTML",Glassdoor,2443999.5
578,Data Engineer,Pune,Senior,Internship,2003559,2115935,"SQL, Spark, ETL, AWS, Python",Glassdoor,2059747.0
579,Web Developer,Bangalore,Entry,Internship,404528,579369,"React, CSS, Node.js, JavaScript",Naukri,491948.5
580,Database Administrator,Pune,Mid,Full-time,751410,1044475,"Linux, Backup & Recovery, Oracle, SQL, MySQL",Glassdoor,897942.5
581,Cloud Engineer,Chennai,Senior,Contract,1771663,1909472,"Docker, AWS, Azure, Python",Glassdoor,1840567.5
582,Database Administrator,Mumbai,Senior,Contract,1907592,2135251,"Backup & Recovery, SQL, Oracle",Naukri,2021421.5
583,Data Analyst,Bangalore,Entry,Full-time,437694,514932,"Power BI, Excel, Tableau, Python, SQL",Glassdoor,476313.0
584,Software Engineer,Bangalore,Entry,Full-time,455749,677874,"React, Java, SQL",LinkedIn,566811.5
585,Data Scientist,Remote,Entry,Internship,472069,722309,"Python, SQL, Statistics",Naukri,597189.0
586,Web Developer,Hyderabad,Mid,Internship,1003365,1165296,"JavaScript, CSS, HTML, React",Glassdoor,1084330.5
587,Data Analyst,Noida,Mid,Full-time,735391,998461,"Excel, Python, SQL, Tableau",Indeed,866926.0
588,Software Engineer,Noida,Senior,Contract,2231918,2310342,"React, Git, Java",Naukri,2271130.0
589,QA Engineer,Hyderabad,Senior,Contract,1743154,1820230,"Selenium, Automation",Glassdoor,1781692.0
590,QA Engineer,Delhi,Senior,Full-time,2243755,2332776,"Selenium, Python",Glassdoor,2288265.5
591,Web Developer,Chennai,Entry,Contract,300970,486074,"React, Node.js, CSS, HTML, JavaScript",Glassdoor,393522.0
592,Data Analyst,Gurgaon,Mid,Contract,880653,1175768,"Power BI, Tableau, Excel, SQL",LinkedIn,1028210.5
593,Data Scientist,Kolkata,Mid,Full-time,1041021,1211512,"SQL, Pandas, Machine Learning, Python",Indeed,1126266.5
594,Business Analyst,Mumbai,Senior,Contract,2018108,2303109,"Power BI, Communication",Indeed,2160608.5
595,Data Scientist,Gurgaon,Senior,Full-time,1274864,1375482,"Pandas, SQL",Naukri,1325173.0
596,Database Administrator,Hyderabad,Mid,Internship,879938,1148631,"SQL, Oracle, MySQL, Linux, Backup & Recovery",Indeed,1014284.5
597,Data Analyst,Hyderabad,Mid,Contract,949865,1136997,"Tableau, Excel, Power BI, SQL, Python",Naukri,1043431.0
598,Data Analyst,Pune,Senior,Contract,1239978,1413505,"Excel, Tableau",Glassdoor,1326741.5
599,Data Analyst,Bangalore,Entry,Full-time,419586,629815,"Tableau, SQL, Python",Indeed,524700.5
600,Data Scientist,Remote,Mid,Full-time,1021765,1124886,"Machine Learning, Statistics, SQL, Python, Pandas",Naukri,1073325.5
601,Machine Learning Engineer,Bangalore,Entry,Internship,316573,398225,"TensorFlow, SQL, Python, AWS",Naukri,357399.0
602,Cloud Engineer,Gurgaon,Entry,Contract,310668,395630,"Python, Kubernetes",Naukri,353149.0
603,Data Engineer,Gurgaon,Entry,Full-time,301893,398925,"Spark, ETL",LinkedIn,350409.0
604,Business Analyst,Gurgaon,Senior,Full-time,1500076,1717802,"Tableau, Communication, Excel, SQL",Naukri,1608939.0
605,Data Engineer,Bangalore,Senior,Contract,2248340,2458785,"ETL, Spark",Naukri,2353562.5
606,Business Analyst,Kolkata,Entry,Full-time,330803,519791,"Tableau, Power BI",Naukri,425297.0
607,Cloud Engineer,Mumbai,Senior,Contract,1636435,1758898,"Azure, AWS",Glassdoor,1697666.5
608,Data Engineer,Gurgaon,Senior,Full-time,1535040,1760713,"Python, ETL",Glassdoor,1647876.5
609,Web Developer,Noida,Entry,Internship,461695,722761,"HTML, Node.js, JavaScript, React, CSS",Indeed,592228.0
610,Data Engineer,Gurgaon,Entry,Full-time,361682,600793,"Spark, ETL, SQL, Python, AWS",LinkedIn,481237.5
611,Software Engineer,Chennai,Entry,Full-time,362159,605555,"Python, Git, Java, SQL, React",Naukri,483857.0
612,QA Engineer,Bangalore,Mid,Full-time,713332,1006572,"Manual Testing, Python, Automation, Selenium, SQL",Glassdoor,859952.0
613,Software Engineer,Chennai,Senior,Full-time,1904415,1987762,"React, Java",Indeed,1946088.5
614,Web Developer,Hyderabad,Entry,Internship,409634,504513,"CSS, JavaScript, React, HTML",Glassdoor,457073.5
615,QA Engineer,Remote,Entry,Full-time,407923,682573,"Manual Testing, Python, Automation, SQL, Selenium",Naukri,545248.0
616,Business Analyst,Mumbai,Senior,Internship,2110685,2312588,"Tableau, Excel, Power BI",Naukri,2211636.5
617,Data Analyst,Bangalore,Mid,Internship,984552,1236037,"Python, Tableau",LinkedIn,1110294.5
618,Database Administrator,Hyderabad,Senior,Internship,1704389,1776170,"Linux, MySQL",Glassdoor,1740279.5
619,Data Engineer,Delhi,Mid,Contract,647568,701743,"ETL, SQL, Spark, AWS, Python",Naukri,674655.5
620,Database Administrator,Pune,Mid,Full-time,1014113,1292585,"Linux, SQL, Backup & Recovery, Oracle",Glassdoor,1153349.0
621,Business Analyst,Chennai,Senior,Internship,2093181,2340546,"Tableau, Excel, Power BI, SQL",LinkedIn,2216863.5
622,QA Engineer,Bangalore,Mid,Full-time,658178,808567,"Python, Selenium, Manual Testing, SQL",Indeed,733372.5
623,Data Engineer,Kolkata,Senior,Contract,1629313,1715595,"SQL, Python, ETL, Spark",LinkedIn,1672454.0
624,QA Engineer,Mumbai,Senior,Internship,1939689,2225076,"Automation, Python, Manual Testing, Selenium",Naukri,2082382.5
625,Data Scientist,Chennai,Mid,Internship,862904,1050970,"Statistics, Machine Learning",Glassdoor,956937.0
626,Database Administrator,Chennai,Senior,Full-time,2160231,2233118,"Linux, MySQL",LinkedIn,2196674.5
627,Web Developer,Hyderabad,Entry,Internship,329366,562101,"React, CSS, HTML",Naukri,445733.5
628,Cloud Engineer,Bangalore,Senior,Internship,2335471,2629716,"Kubernetes, Docker, Azure",Indeed,2482593.5
629,Database Administrator,Bangalore,Senior,Full-time,1332014,1387790,"Oracle, Backup & Recovery, MySQL",Indeed,1359902.0
630,QA Engineer,Chennai,Mid,Contract,949099,1181777,"Python, SQL, Automation, Selenium, Manual Testing",Glassdoor,1065438.0
631,Data Engineer,Mumbai,Mid,Internship,751071,1002856,"SQL, ETL",Glassdoor,876963.5
632,Web Developer,Pune,Mid,Contract,880660,1005435,"CSS, Node.js, HTML",Naukri,943047.5
633,Software Engineer,Bangalore,Entry,Contract,333154,498730,"SQL, Python, Java, React",Indeed,415942.0
634,Machine Learning Engineer,Pune,Mid,Internship,883045,975668,"Python, AWS, TensorFlow, PyTorch",Indeed,929356.5
635,Data Engineer,Chennai,Mid,Full-time,987184,1180352,"ETL, AWS, SQL, Python",Naukri,1083768.0
636,QA Engineer,Gurgaon,Senior,Contract,1435542,1677337,"Selenium, Manual Testing, SQL, Automation, Python",Indeed,1556439.5
637,Data Analyst,Remote,Mid,Internship,787377,861620,"SQL, Excel, Power BI, Tableau",Naukri,824498.5
638,Web Developer,Bangalore,Entry,Contract,416774,644262,"Node.js, React",LinkedIn,530518.0
639,Software Engineer,Chennai,Mid,Contract,789301,943518,"Git, SQL, Python",LinkedIn,866409.5
640,Machine Learning Engineer,Delhi,Entry,Internship,380762,547567,"TensorFlow, SQL",Indeed,464164.5
641,Business Analyst,Delhi,Mid,Contract,1070665,1231770,"Excel, SQL, Communication, Power BI, Tableau",Naukri,1151217.5
642,Database Administrator,Chennai,Senior,Contract,1988051,2061237,"Linux, Backup & Recovery",LinkedIn,2024644.0
643,Business Analyst,Kolkata,Entry,Contract,448875,696857,"Excel, Tableau, Communication",Glassdoor,572866.0
644,Web Developer,Gurgaon,Senior,Internship,1837354,2016879,"CSS, HTML, React, JavaScript, Node.js",LinkedIn,1927116.5
645,Web Developer,Gurgaon,Senior,Contract,1803327,1962682,"React, CSS, HTML",LinkedIn,1883004.5
646,Data Scientist,Gurgaon,Mid,Contract,990891,1135724,"Pandas, Statistics, SQL, Machine Learning, Python",LinkedIn,1063307.5
647,Machine Learning Engineer,Remote,Senior,Internship,1541515,1743992,"TensorFlow, PyTorch",LinkedIn,1642753.5
648,Database Administrator,Pune,Senior,Full-time,1310914,1432392,"Linux, Backup & Recovery, SQL, MySQL",Indeed,1371653.0
649,Web Developer,Hyderabad,Senior,Contract,1584297,1834755,"Node.js, CSS",Naukri,1709526.0
650,Cloud Engineer,Chennai,Mid,Internship,959369,1192336,"AWS, Docker, Python, Kubernetes",Indeed,1075852.5
651,Data Engineer,Delhi,Senior,Internship,2064015,2203226,"Python, SQL, Spark",Indeed,2133620.5
652,Cloud Engineer,Mumbai,Entry,Internship,420715,710847,"AWS, Azure",LinkedIn,565781.0
653,Data Analyst,Chennai,Mid,Contract,790090,876531,"Tableau, Power BI, SQL, Excel, Python",Indeed,833310.5
654,Data Scientist,Pune,Entry,Contract,359395,489985,"SQL, Pandas, Python",Naukri,424690.0
655,Business Analyst,Hyderabad,Senior,Full-time,2215556,2464086,"SQL, Excel, Tableau, Power BI, Communication",LinkedIn,2339821.0
656,Database Administrator,Delhi,Entry,Full-time,379074,604077,"SQL, Oracle",LinkedIn,491575.5
657,QA Engineer,Remote,Entry,Full-time,475793,617945,"Selenium, Manual Testing",Naukri,546869.0
658,Web Developer,Chennai,Senior,Full-time,2249906,2504588,"Node.js, HTML, React",Indeed,2377247.0
659,QA Engineer,Kolkata,Entry,Contract,350213,474100,"Automation, Selenium, SQL",Naukri,412156.5
660,Data Scientist,Kolkata,Entry,Internship,483011,687513,"Statistics, Python, Pandas",Glassdoor,585262.0
661,Machine Learning Engineer,Noida,Mid,Contract,719303,876147,"PyTorch, Python",Naukri,797725.0
662,Database Administrator,Kolkata,Entry,Internship,499825,644524,"Oracle, SQL, Linux, MySQL",Naukri,572174.5
663,Database Administrator,Noida,Entry,Internship,457388,700371,"Linux, MySQL, Backup & Recovery, Oracle",Indeed,578879.5
664,Web Developer,Mumbai,Mid,Internship,1092349,1320379,"CSS, HTML, JavaScript, Node.js",LinkedIn,1206364.0
665,Data Scientist,Gurgaon,Mid,Full-time,675165,828662,"Pandas, Python, Machine Learning, Statistics, SQL",LinkedIn,751913.5
666,Machine Learning Engineer,Chennai,Entry,Contract,405981,488162,"SQL, AWS, TensorFlow",Naukri,447071.5
667,QA Engineer,Delhi,Senior,Internship,2197880,2422645,"Python, SQL, Selenium, Manual Testing, Automation",Glassdoor,2310262.5
668,Data Scientist,Gurgaon,Mid,Full-time,929447,1226492,"Python, Pandas, Machine Learning",Glassdoor,1077969.5
669,Data Analyst,Gurgaon,Entry,Full-time,400304,608792,"Excel, Power BI, Python, SQL",LinkedIn,504548.0
670,Data Scientist,Kolkata,Senior,Internship,1623481,1750436,"Statistics, Machine Learning, Pandas, SQL, Python",Glassdoor,1686958.5
671,Data Analyst,Hyderabad,Mid,Internship,764919,1038494,"Python, Tableau, SQL, Power BI, Excel",Glassdoor,901706.5
672,Cloud Engineer,Delhi,Senior,Internship,2103203,2188458,"Kubernetes, Python, AWS, Azure",Naukri,2145830.5
673,Cloud Engineer,Kolkata,Senior,Internship,2379135,2653098,"Python, AWS, Azure",Glassdoor,2516116.5
674,Web Developer,Remote,Mid,Contract,954674,1097148,"JavaScript, HTML, React, Node.js",Glassdoor,1025911.0
675,Data Engineer,Chennai,Mid,Contract,778916,928681,"AWS, ETL",LinkedIn,853798.5
676,Machine Learning Engineer,Chennai,Mid,Contract,728046,842956,"PyTorch, Python, AWS",LinkedIn,785501.0
677,Data Scientist,Hyderabad,Mid,Full-time,610334,801476,"Python, Statistics, Machine Learning, SQL",Indeed,705905.0
678,QA Engineer,Noida,Senior,Full-time,2185032,2389169,"SQL, Python",Indeed,2287100.5
679,QA Engineer,Chennai,Mid,Internship,652458,883563,"SQL, Python, Automation",LinkedIn,768010.5
680,Machine Learning Engineer,Remote,Entry,Internship,414292,517181,"Python, TensorFlow, SQL, PyTorch, AWS",Indeed,465736.5
681,Web Developer,Noida,Senior,Contract,1392849,1630991,"Node.js, JavaScript",Naukri,1511920.0
682,Web Developer,Remote,Entry,Internship,354981,496027,"JavaScript, Node.js",Glassdoor,425504.0
683,Business Analyst,Kolkata,Senior,Full-time,2068879,2224339,"Tableau, Communication, Power BI, SQL",Indeed,2146609.0
684,Data Analyst,Kolkata,Senior,Contract,2246905,2352729,"Power BI, Python, Tableau, SQL, Excel",Naukri,2299817.0
685,Machine Learning Engineer,Pune,Mid,Full-time,991346,1220995,"SQL, AWS, TensorFlow, Python",Naukri,1106170.5
686,Software Engineer,Delhi,Mid,Contract,684192,801417,"Git, Python, Java",Indeed,742804.5
687,Data Engineer,Bangalore,Entry,Internship,421676,598916,"AWS, Python, Spark, ETL, SQL",Naukri,510296.0
688,Data Engineer,Delhi,Entry,Contract,444364,540497,"AWS, Python",Indeed,492430.5
689,Data Analyst,Chennai,Entry,Full-time,406694,691777,"SQL, Python, Power BI, Tableau",Indeed,549235.5
690,Software Engineer,Remote,Entry,Contract,474120,741432,"Git, Java, React, SQL",LinkedIn,607776.0
691,Machine Learning Engineer,Remote,Mid,Contract,990048,1101897,"TensorFlow, AWS, Python, PyTorch, SQL",Glassdoor,1045972.5
692,Web Developer,Noida,Mid,Contract,629321,807865,"HTML, JavaScript, React, CSS",Indeed,718593.0
693,Database Administrator,Mumbai,Senior,Full-time,1961262,2135838,"Backup & Recovery, SQL, Oracle, Linux",Indeed,2048550.0
694,Data Analyst,Mumbai,Senior,Contract,2006753,2137825,"SQL, Excel, Python, Power BI",Indeed,2072289.0
695,Data Analyst,Delhi,Mid,Full-time,1090902,1356569,"Power BI, Excel, SQL",Indeed,1223735.5
696,Database Administrator,Chennai,Senior,Full-time,1774696,2051829,"Linux, Oracle",Glassdoor,1913262.5
697,Business Analyst,Noida,Mid,Full-time,966205,1084616,"Power BI, Communication",LinkedIn,1025410.5
698,QA Engineer,Kolkata,Senior,Internship,1257358,1507105,"Manual Testing, Python",Indeed,1382231.5
699,Data Engineer,Noida,Entry,Contract,380097,512337,"Python, SQL",Naukri,446217.0
700,Software Engineer,Pune,Senior,Internship,2146842,2322242,"SQL, Python, React",Glassdoor,2234542.0
701,QA Engineer,Delhi,Mid,Full-time,817315,963679,"Python, Automation, SQL",Naukri,890497.0
702,Software Engineer,Bangalore,Entry,Full-time,421221,523195,"Python, Java, React, SQL",Naukri,472208.0
703,QA Engineer,Pune,Mid,Internship,689193,987507,"Selenium, Python",LinkedIn,838350.0
704,Database Administrator,Gurgaon,Senior,Full-time,1626026,1725976,"Backup & Recovery, Linux, MySQL, SQL",LinkedIn,1676001.0
705,Business Analyst,Remote,Entry,Internship,490502,718022,"Communication, Excel, Tableau",Naukri,604262.0
706,Data Engineer,Delhi,Entry,Full-time,461921,630141,"ETL, AWS, Python",Indeed,546031.0
707,Data Analyst,Pune,Mid,Contract,808433,1038487,"Python, Tableau, Power BI",Indeed,923460.0
708,QA Engineer,Hyderabad,Mid,Contract,630803,694464,"Manual Testing, Python, Automation, Selenium",LinkedIn,662633.5
709,Data Analyst,Kolkata,Mid,Internship,806934,1032901,"Excel, SQL, Power BI, Python",Glassdoor,919917.5
710,Web Developer,Kolkata,Entry,Internship,422705,507286,"JavaScript, React",Glassdoor,464995.5
711,Data Engineer,Hyderabad,Mid,Full-time,667041,847906,"ETL, AWS, SQL, Spark",Indeed,757473.5
712,QA Engineer,Kolkata,Mid,Internship,1068017,1161266,"Python, Manual Testing, SQL, Automation",Indeed,1114641.5
713,Data Analyst,Pune,Entry,Full-time,348009,407410,"Power BI, Excel, Tableau, Python, SQL",LinkedIn,377709.5
714,Data Scientist,Bangalore,Mid,Internship,971735,1168759,"Statistics, Pandas, Python, Machine Learning, SQL",Glassdoor,1070247.0
715,Machine Learning Engineer,Mumbai,Entry,Full-time,344117,590708,"AWS, TensorFlow, PyTorch, Python",Indeed,467412.5
716,Cloud Engineer,Pune,Senior,Full-time,1716229,1967622,"AWS, Docker, Python, Azure, Kubernetes",Glassdoor,1841925.5
717,Business Analyst,Remote,Mid,Internship,680622,738191,"Communication, Tableau",LinkedIn,709406.5
718,Database Administrator,Delhi,Senior,Internship,1291953,1513964,"Backup & Recovery, MySQL, SQL, Oracle, Linux",LinkedIn,1402958.5
719,Machine Learning Engineer,Hyderabad,Entry,Full-time,404558,521447,"TensorFlow, SQL, Python",Glassdoor,463002.5
720,Data Analyst,Pune,Entry,Internship,374694,594345,"SQL, Power BI, Excel",Glassdoor,484519.5
721,Business Analyst,Delhi,Senior,Internship,1401560,1669677,"Tableau, Excel, Communication, Power BI",Naukri,1535618.5
722,Business Analyst,Delhi,Mid,Full-time,996618,1157383,"Tableau, Excel, Communication, Power BI",Glassdoor,1077000.5
723,Data Scientist,Kolkata,Entry,Internship,477324,586104,"Statistics, Python, SQL",Indeed,531714.0
724,Database Administrator,Hyderabad,Mid,Internship,677912,761411,"MySQL, Linux, Oracle, SQL",Glassdoor,719661.5
725,Cloud Engineer,Bangalore,Entry,Contract,411388,569658,"Kubernetes, Docker",LinkedIn,490523.0
726,Machine Learning Engineer,Remote,Mid,Contract,608529,688396,"TensorFlow, AWS, SQL, Python, PyTorch",LinkedIn,648462.5
727,Business Analyst,Delhi,Senior,Contract,2154200,2402735,"Tableau, Power BI, Excel, SQL, Communication",Indeed,2278467.5
728,Data Engineer,Remote,Entry,Contract,327873,491590,"Python, AWS",Indeed,409731.5
729,Data Scientist,Pune,Entry,Internship,481352,637544,"Machine Learning, Pandas, Statistics, SQL, Python",Glassdoor,559448.0
730,Data Scientist,Pune,Entry,Full-time,329337,593238,"SQL, Python",LinkedIn,461287.5
731,Software Engineer,Pune,Mid,Internship,1041497,1255614,"Java, SQL, Python",Naukri,1148555.5
732,Data Engineer,Noida,Mid,Full-time,687087,973649,"AWS, Spark, SQL",LinkedIn,830368.0
733,Data Analyst,Remote,Mid,Full-time,754576,953848,"SQL, Power BI, Tableau, Python, Excel",Naukri,854212.0
734,Business Analyst,Remote,Mid,Full-time,855588,1010361,"Tableau, Communication, SQL, Power BI, Excel",Indeed,932974.5
735,Business Analyst,Chennai,Senior,Internship,2074800,2357882,"SQL, Communication, Power BI, Excel, Tableau",LinkedIn,2216341.0
736,Business Analyst,Pune,Entry,Contract,350384,523392,"Communication, Excel, Power BI, SQL",Indeed,436888.0
737,QA Engineer,Chennai,Senior,Full-time,1815291,2054819,"Python, SQL, Manual Testing, Selenium, Automation",Glassdoor,1935055.0
738,Web Developer,Hyderabad,Senior,Full-time,1563417,1665710,"Node.js, React, HTML",Glassdoor,1614563.5
739,Business Analyst,Delhi,Mid,Full-time,891939,954272,"Power BI, Tableau",Naukri,923105.5
740,Machine Learning Engineer,Pune,Senior,Contract,1267045,1528546,"PyTorch, SQL",Naukri,1397795.5
741,Data Scientist,Mumbai,Senior,Contract,1669962,1847459,"Machine Learning, Pandas, Python, SQL",LinkedIn,1758710.5
742,Data Engineer,Kolkata,Senior,Contract,1305742,1598653,"AWS, Python, Spark, ETL, SQL",LinkedIn,1452197.5
743,Cloud Engineer,Pune,Entry,Full-time,394801,485966,"Kubernetes, Python, Docker, AWS",LinkedIn,440383.5
744,Data Engineer,Chennai,Senior,Full-time,1457915,1730369,"AWS, Spark, Python",Indeed,1594142.0
745,Software Engineer,Chennai,Mid,Contract,689790,762133,"SQL, Git, Python, Java",Indeed,725961.5
746,Data Engineer,Noida,Senior,Full-time,2099306,2257678,"AWS, ETL, Python, SQL, Spark",Naukri,2178492.0
747,Data Analyst,Kolkata,Senior,Full-time,1909474,2041998,"Excel, Python, SQL, Tableau, Power BI",LinkedIn,1975736.0
748,Data Engineer,Bangalore,Senior,Internship,2043061,2325263,"ETL, Spark, Python, SQL",Indeed,2184162.0
749,Cloud Engineer,Pune,Senior,Internship,1630196,1912869,"Docker, Kubernetes, AWS, Azure, Python",Glassdoor,1771532.5
750,Data Analyst,Chennai,Senior,Contract,1464252,1650690,"Excel, SQL, Power BI, Tableau",Glassdoor,1557471.0
751,Cloud Engineer,Pune,Mid,Full-time,1066783,1325606,"Azure, Docker, Kubernetes, Python",LinkedIn,1196194.5
